,text
4396,"Grey headed men, ye hoped for yet a few years in your long known abode but the lease is up, you must remove children, ye will never reach maturity, even now the small grave is dug for ye mothers, clasp them in your arms, one death embraces you"" Shuddering, he stretched out his hands, his eyes cast up, seemed bursting from their sockets, while he appeared to follow shapes, to us invisible, in the yielding air ""There they are,"" he cried, ""the dead They rise in their shrouds, and pass in silent procession towards the far land of their doom their bloodless lips move not their shadowy limbs are void of motion, while still they glide onwards."
4397,"Again, with a gush of pride and delight, she marked in the features of her little girl, the same smile of beauty that often irradiated Raymond's countenance."
4398,I know not; despair had not yet taken possession of me; my feelings were those of rage and revenge.
4399,"I am but half a soldier; I love the renown, but not the trade of war."
4400,"After the lapse of a few weeks, we left Dunkeld."
4401,"Having conquered the violence of his feelings, he appeared to despise himself for being the slave of passion; and quelling the dark tyranny of despair, he led me again to converse concerning myself personally."
4402,"Ryland was the popular candidate; when Lord Raymond was first added to the list, his chance of success appeared small."
4403,"""They built a wall between them and the world"" Without, a thousand harpies raved, remorse and misery, expecting the destined moment for their invasion."
4404,"""This suspense is a thousand times worse than the most horrible event; tell me what new scene of death has been acted, and whose murder I am now to lament?"" ""Your family is perfectly well,"" said Mr. Kirwin with gentleness; ""and someone, a friend, is come to visit you."""
4405,He personated his assumption of innocence even to self deception.
4406,"I attempted to speak, but the words died away on my lips."
4407,Why do you not execrate the rustic who sought to destroy the saviour of his child?
4408,"Sleep was not sleep, for her waking thoughts, bridled by some remains of reason, and by the sight of her children happy and in health, were then transformed to wild dreams, all her terrors were realized, all her fears received their dread fulfilment."
4409,"He looked on the peasant, who began to tremble, while he still gazed; his knees knocked together; his teeth chattered."
4410,"I continued walking in this manner for some time, endeavouring by bodily exercise to ease the load that weighed upon my mind."
4411,"Why, all his virtues are derived from his station only; because he is rich, he is called generous; because he is powerful, brave; because he is well served, he is affable."
4412,Yet I dreaded to witness the anguish which my resolve might excite in Idris.
4413,Had my eyes deceived me?
4414,"I was troubled; a mist came over my eyes, and I felt a faintness seize me, but I was quickly restored by the cold gale of the mountains."
4415,"Like Adam, I was apparently united by no link to any other being in existence; but his state was far different from mine in every other respect."
4416,"At these moments I often endeavoured to put an end to the existence I loathed, and it required unceasing attendance and vigilance to restrain me from committing some dreadful act of violence."
4417,"After so much time spent in painful labour, to arrive at once at the summit of my desires was the most gratifying consummation of my toils."
4418,"The Greeks wept for joy when they beheld the Mediterranean from the hills of Asia, and hailed with rapture the boundary of their toils."
4419,"""You have travelled; you have spent several years of your life at Ingolstadt; and I confess to you, my friend, that when I saw you last autumn so unhappy, flying to solitude from the society of every creature, I could not help supposing that you might regret our connection and believe yourself bound in honour to fulfil the wishes of your parents, although they opposed themselves to your inclinations."
4420,She took me under her protection because she considered it her duty; but she had too long lived alone and undisturbed by the noise and prattle of children to allow that I should disturb her quiet.
4421,"The immediate peril urged them to seize the immediate opportunity; wildly and passionately they sought to know what delights existence afforded, before they yielded to death, and Snatching their pleasures with rough strife Thorough the iron gates of life, they defied the conquering pestilence to destroy what had been, or to erase even from their death bed thoughts the sentiment of happiness which had been theirs."
4422,My hand was already on the lock of the door before I recollected myself.
4423,He endeavours to fill me with hope and talks as if life were a possession which he valued.
4424,"""Be happy, my dear Victor,"" replied Elizabeth; ""there is, I hope, nothing to distress you; and be assured that if a lively joy is not painted in my face, my heart is contented."
4425,He seemed to cherish a mild grief and softer emotions although sad as a relief from despair He contrived in many ways to nurse his melancholy as an antidote to wilder passion.
4426,"The attachment between them led to the ill fated marriage, of which I was the offspring."
4427,"What a sea is the tide of passion, whose fountains are in our own nature Our virtues are the quick sands, which shew themselves at calm and low water; but let the waves arise and the winds buffet them, and the poor devil whose hope was in their durability, finds them sink from under him."
4428,"And you, my friend, would be far more amused with the journal of Clerval, who observed the scenery with an eye of feeling and delight, than in listening to my reflections."
4429,"Why do you not hate Felix, who drove his friend from his door with contumely?"
4430,"Grecian maidens will in devotion strew flowers on his tomb, and make the air around it resonant with patriotic hymns, in which his name will find high record."""
4431,"He did not say that he should favour such an attempt; but he did say that such an attempt would be venial; and, if the aspirant did not go so far as to declare war, and erect a standard in the kingdom, his fault ought to be regarded with an indulgent eye."
4432,It impressed me deeply.
4433,"The Turk, amazed and delighted, endeavoured to kindle the zeal of his deliverer by promises of reward and wealth."
4434,I remembered also the necessity imposed upon me of either journeying to England or entering into a long correspondence with those philosophers of that country whose knowledge and discoveries were of indispensable use to me in my present undertaking.
4435,From the moment of my mother's death untill his departure she never heard him utter a single word: buried in the deepest melancholy he took no notice of any one; often for hours his eyes streamed tears or a more fearful gloom overpowered him.
4436,I believe that without the slightest tinge of a bad heart she had the coldest that ever filled a human breast: it was totally incapable of any affection.
4437,"But she has confessed."""
4438,"Our vessels truly were the sport of winds and waves, even as Gulliver was the toy of the Brobdignagians; but we on our stable abode could not be hurt in life or limb by these eruptions of nature."
4439,"I have lost you, myself, my life"" ""Do you not believe me?"" said Raymond haughtily."
4440,"I intend to be a warrior, a conqueror; Napoleon's name shall vail to mine; and enthusiasts, instead of visiting his rocky grave, and exalting the merits of the fallen, shall adore my majesty, and magnify my illustrious achievements."""
4441,"She entered the cottages of the sick; she relieved their wants with her own hand; she betrayed no fear, and inspired all who saw her with some portion of her own native courage."
4442,A diplomatist: one among the pleasure seeking society of a gay city; a youth of promise; favourite of the Ambassador.
4443,"The market place is empty, the candidate for popular favour finds none whom he can represent."
4444,Meanwhile all went on well in London.
4445,"It terminated like the former; though something approaching to a ray, we could not tell whence, shed a very doubtful twilight in the space."
4446,He secluded himself as much as the duties of his station permitted.
4447,"Idris hardly recognized the fragile being, whose form had seemed to bend even to the summer breeze, in the energetic man, whose very excess of sensibility rendered him more capable of fulfilling his station of pilot in storm tossed England."
4448,Raymond replied; but there was nothing conciliatory in his reply.
4449,This spot had for me peculiar charms.
4450,At first he refused to stay to hear her.
4451,"The love that is the soul of friendship is a soft spirit seldom found except when two amiable creatures are knit from early youth, or when bound by mutual suffering and pursuits; it comes to some of the elect unsought and unaware; it descends as gentle dew on chosen spots which however barren they were before become under its benign influence fertile in all sweet plants; but when desired it flies; it scoffs at the prayers of its votaries; it will bestow, but not be sought."
4452,"""And now I do not fear death."
4453,"Thus years passed on; and years only added fresh love of freedom, and contempt for all that was not as wild and rude as myself."
4454,"The nearness of this place to London was such, as to take away the idea of painful separation, when we quitted Raymond and Perdita."
4455,"During the colder months there was a general rush to London in search of amusement the ties of public opinion were loosened; many were rich, heretofore poor many had lost father and mother, the guardians of their morals, their mentors and restraints."
4456,"My uncle will send me news of your health, and if I see but one smile on your lips when we meet, occasioned by this or any other exertion of mine, I shall need no other happiness."
4457,"Merrival did not join in this conversation; drawing near Idris, he proceeded to assure her that the joyful prospect of an earthly paradise after an hundred thousand years, was clouded to him by the knowledge that in a certain period of time after, an earthly hell or purgatory, would occur, when the ecliptic and equator would be at right angles."
4458,It was one of those lovely winter days which assert the capacity of nature to bestow beauty on barrenness.
4459,"Unable to endure the aspect of the being I had created, I rushed out of the room and continued a long time traversing my bed chamber, unable to compose my mind to sleep."
4460,"It is true that the necessaries of life were assembled in such quantities, as to supply to superfluity the wants of the diminished population; but still much labour was required to arrange these, as it were, raw materials; and depressed by sickness, and fearful of the future, we had not energy to enter boldly and decidedly on any system."
4461,"Sometimes she remembered that she had suffered keen anguish, when he hesitated in his choice."
4462,"""Questo poi, no,"" said the wild looking savage, who held the torch; ""you can advance but a short distance, and nobody visits it."""
4463,"No no me miserable; for love extinct there is no resurrection ""Yet I love you."
4464,"I have read of mourners in ancient days, who clothed themselves in sackcloth, scattered dust upon their heads, ate their bread mingled with ashes, and took up their abode on the bleak mountain tops, reproaching heaven and earth aloud with their misfortunes."
4465,The fear of immediate death vanished with the heats of September.
4466,"But my plan was unsettled, and I wandered many hours round the confines of the town, uncertain what path I should pursue."
4467,But to return to dearer considerations.
4468,"The picture then presented itself to her in such glowing colours, that she feared the reverse, and a life of magnificence and power in London; where Raymond would no longer be hers only, nor she the sole source of happiness to him."
4469,But we have been placed here and bid live and hope.
4470,The next morning while sitting on the steps of the temple of Aesculapius in the Borghese gardens Fantasia again visited me smilingly beckoned to me to follow her My flight was at first heavy but the breezes commanded by the spirit to convoy me grew stronger as I advanced a pleasing languour seized my senses when I recovered I found my self by the Elysian fountain near Diotima The beautiful female whom I had left on the point of narrating her earthly history seemed to have waited for my return and as soon as I appeared she spoke thus I VISITED Naples in the year .
4471,"The four others were dark eyed, hardy little vagrants; this child was thin and very fair."
4472,"I was like the Arabian who had been buried with the dead and found a passage to life, aided only by one glimmering and seemingly ineffectual light."
4473,"A shepherd boy that tends a silly flock on the mountains, was more in the scale of society than I. Congratulate me then that I have found fitting scope for my powers."
4474,Heaven bless you and make you so My unfortunate guest regards me with the tenderest compassion.
4475,"Her father was moved by her violent grief; he took her in his arms and soothed her, but his very soothings were solemn and fearful."
4476,The astonishment which I had at first experienced on this discovery soon gave place to delight and rapture.
4477,Will my readers ask how I could find solace from the narration of misery and woeful change?
4478,I drank of an enchanted cup but gall was at the bottom of its long drawn sweetness.
4479,"""When I look upon you, the tears you shed, the soft deprecating look with which you withstand enquiry; the deep sympathy your voice expresses when I speak of my lesser sorrows add to my interest for you."
4480,"I acted then, as I ever must, from impulse."
4481,"What I ask of you is reasonable and moderate; I demand a creature of another sex, but as hideous as myself; the gratification is small, but it is all that I can receive, and it shall content me."
4482,Consider the panic your departure will occasion.
4483,"My dear Lionel, we are married men, and find employment sufficient in amusing our wives, and dancing our children."
4484,"Now each life was a gem, each human breathing form of far, O far more worth than subtlest imagery of sculptured stone; and the daily, nay, hourly decrease visible in our numbers, visited the heart with sickening misery."
4485,"Turn from me, if you will, if you can."
4486,Why not still proceed over the untamed yet obedient element?
4487,"It was not like a human loveliness that these gentle smiles went and came; but as a sunbeam on a lake, now light and now obscure, flitting before as you strove to catch them, and fold them for ever to your heart."
4488,"""Shall each man,"" cried he, ""find a wife for his bosom, and each beast have his mate, and I be alone?"
4489,"These are the reflections of the first days; but when the lapse of time proves the reality of the evil, then the actual bitterness of grief commences."
4490,It was late in autumn when I quitted the district where I had so long resided.
4491,"The dazzling light of ornamented rooms; lovely forms arrayed in splendid dresses; the motions of a dance, the voluptuous tones of exquisite music, cradled my senses in one delightful dream."
4492,"Man existed by twos and threes; man, the individual who might sleep, and wake, and perform the animal functions; but man, in himself weak, yet more powerful in congregated numbers than wind or ocean; man, the queller of the elements, the lord of created nature, the peer of demi gods, existed no longer."
4493,"I have defended it with my sword, and was willing that my spirit should be breathed out in its defence; freedom is of more worth than life, and the Greeks do well to defend their privilege unto death."
4494,"""The child still struggled and loaded me with epithets which carried despair to my heart; I grasped his throat to silence him, and in a moment he lay dead at my feet."
4495,"I hovered for ever around the walls of its Castle, beneath its enshadowing thickets; my sole companions were my books and my loving thoughts."
4496,"Yes, I am happy, most happy, that I can weep thus for imaginary sorrows, and that the slight loss of my adored country is not dwindled and annihilated in mightier misery."
4497,She shewed them how the well being of each included the prosperity of all.
4498,"We stood at the door looking on this strange scene, till the dog perceiving us barked loudly; the child turned and saw us: her face."
4499,"My frame is strong, but my soul sinks beneath this endurance of living anguish."
4500,"The memory of that unfortunate king and his companions, the amiable Falkland, the insolent Goring, his queen, and son, gave a peculiar interest to every part of the city which they might be supposed to have inhabited."
4501,"""That is my least concern; I am, by a course of strange events, become the most miserable of mortals."
4502,"Many a casque, and bayonet, and sword, fallen from unnerved arms, reflected the departing ray; they lay scattered far and near."
4503,"Others perceived only a passing casualty; they endeavoured to exchange terror for heedlessness, and plunged into licentiousness, to avoid the agonizing throes of worst apprehension."
4504,"And poor Clerval "" The name of my unfortunate and murdered friend was an agitation too great to be endured in my weak state; I shed tears."
4505,"My revenge is of no moment to you; yet, while I allow it to be a vice, I confess that it is the devouring and only passion of my soul."
4506,"Make me happy, and I shall again be virtuous."""
4507,"That fable is unjust, which gives the superiority to the sun over the wind."
4508,"I remembered too well the treatment I had suffered the night before from the barbarous villagers, and resolved, whatever course of conduct I might hereafter think it right to pursue, that for the present I would remain quietly in my hovel, watching and endeavouring to discover the motives which influenced their actions."
4509,"These perplexities and regrets caused her to bathe her pillow with nightly tears, and to reduce her in person and in mind to the shadow of what she had been."
4510,"Palaces were deserted, and the poor man dared at length, unreproved, intrude into the splendid apartments, whose very furniture and decorations were an unknown world to him."
4511,"Were those the fertile fields I loved was that the interchange of gentle upland and cultivated dale, once covered with waving corn, diversified by stately trees, watered by the meandering Thames?"
4512,But her wish was of course to be complied with; and I entreated her to prepare without delay for our departure.
4513,"And then again she became aware of her own excellencies, and began to balance with juster scales the shades of good and evil."
4514,"Her ugly sister, Manon, married M. Duvillard, the rich banker, last autumn."
4515,"Greece prepared for a vigorous resistance; it rose to a man; and the women, sacrificing their costly ornaments, accoutred their sons for the war, and bade them conquer or die with the spirit of the Spartan mother."
4516,"""Why, Lionel,"" said Adrian, ""what did you intend?"
4517,Tidings of an armed and regular opposition recalled them to a sort of order.
4518,"Persia, with its cloth of gold, marble halls, and infinite wealth, is now a tomb."
4519,"She was pale and fair, and her golden hair clustered on her temples, contrasting its rich hue with the living marble beneath."
4520,"She was tranquil, yet her tranquillity was evidently constrained; and as her confusion had before been adduced as a proof of her guilt, she worked up her mind to an appearance of courage."
4521,"For a long time I could not conceive how one man could go forth to murder his fellow, or even why there were laws and governments; but when I heard details of vice and bloodshed, my wonder ceased and I turned away with disgust and loathing."
4522,"France, Germany, Italy and Spain, were interposed, walls yet without a breach, between us and the plague."
4523,Could the demon who had I did not for a minute doubt murdered my brother also in his hellish sport have betrayed the innocent to death and ignominy?
4524,"The cleanliness, habits of order, and the manner in which our cities were built, were all in our favour."
4525,"My flagging spirits asked for something to speak to the affections; and not finding it, I drooped."
4526,"I rushed to her defence, but rage made them blind and deaf; they did not distinguish my Christian garb or heed my words words were blunt weapons then, for while war cried ""havoc,"" and murder gave fit echo, how could I Turn back the tide of ills, relieving wrong With mild accost of soothing eloquence?"
4527,"Truly it was a fairy's supper; for though the air was perfumed by the scent of fruits and wine, we none of us either ate or drank even the beauty of the night was unobserved; their extasy could not be increased by outward objects, and I was wrapt in reverie."
4528,Through my father's exertions a part of the inheritance of Elizabeth had been restored to her by the Austrian government.
4529,I listened to Raymond with intense interest.
4530,"Oh, Frankenstein, be not equitable to every other and trample upon me alone, to whom thy justice, and even thy clemency and affection, is most due."
4531,"Are you, then, so easily turned from your design?"
4532,"The name of the Earl startled me, and caused all the indignant blood that warmed my heart to rush into my cheeks; I had never seen him before; I figured to myself a haughty, assuming youth, who would take me to task, if he deigned to speak to me, with all the arrogance of superiority."
4533,"The abrupt sides of vast mountains were before me; the icy wall of the glacier overhung me; a few shattered pines were scattered around; and the solemn silence of this glorious presence chamber of imperial nature was broken only by the brawling waves or the fall of some vast fragment, the thunder sound of the avalanche or the cracking, reverberated along the mountains, of the accumulated ice, which, through the silent working of immutable laws, was ever and anon rent and torn, as if it had been but a plaything in their hands."
4534,"But we will not die in heaps, like dogs poisoned in summer time, by the pestilential air of that city we dare not go against the Plague"" A multitude of men are feeble and inert, without a voice, a leader; give them that, and they regain the strength belonging to their numbers."
4535,"Strange to say, this feeling was infectious."
4536,"I dare say he will be glad to see you."""
4537,And then I repeated to myself all that lovely passage that relates the entrance of Dante into the terrestrial Paradise; and thought it would be sweet when I wandered on those lovely banks to see the car of light descend with my long lost parent to be restored to me.
4538,"That same night after Adrian's departure, her mother had warmly expostulated with her on the subject of her attachment to me."
4539,"But I had suffered him to depart, and he had directed his course towards the mainland."
4540,"A part of its orb was at length hid, and I waved my brand; it sank, and with a loud scream I fired the straw, and heath, and bushes, which I had collected."
4541,Why is it that I feel no horror?
4542,"With us remained sorrow, anxiety, and unendurable expectation of evil."
4543,It is well when flies only are caught by such spiders' webs; but is it for the high born and powerful to bow their necks to the flimsy yoke of these unmeaning pretensions?
4544,I have no ambition to lose my life on the post road between St. Petersburgh and Archangel.
4545,"And, as accident permitted, I complied with or refused her request."
4546,"The Greeks were strongly attached to their commercial pursuits, and would have been satisfied with their present acquisitions, had not the Turks roused them by invasion."
4547,"Absence from the busy stage had caused him to be forgotten by the people; his former parliamentary supporters were principally composed of royalists, who had been willing to make an idol of him when he appeared as the heir of the Earldom of Windsor; but who were indifferent to him, when he came forward with no other attributes and distinctions than they conceived to be common to many among themselves."
4548,I rushed into my sister's cabin; it was empty.
4549,"The latter had felt secure of victory, until the appearance of Raymond; and, since his name had been inserted as a candidate, he had canvassed with eagerness."
4550,This was a glorious winter.
4551,"The events that in succession followed his return to England, gave me keener feelings."
4552,"We took no more sweet counsel together; and when I tried to win him again to me, his anger, and the terrible emotions that he exhibited drove me to silence and tears."
4553,"From the east, a band of ravens, old inhabitants of the Turkish cemeteries, came sailing along towards their harvest; the sun disappeared."
4554,"A middle aged man, with some intelligence of manner, but with so common place a physiognomy, that Raymond could scarcely believe that he was the designer."
4555,"The vegetables in the gardens, the milk and cheese that I saw placed at the windows of some of the cottages, allured my appetite."
4556,"Her garb was rustic, and her cheek pale; but there was an air of dignity and beauty, that hardly permitted the sentiment of pity."
4557,"They are dead, and but one feeling in such a solitude can persuade me to preserve my life."
4558,"I saw plainly that he was surprised, but he never attempted to draw my secret from me; and although I loved him with a mixture of affection and reverence that knew no bounds, yet I could never persuade myself to confide in him that event which was so often present to my recollection, but which I feared the detail to another would only impress more deeply."
4559,"She had rejected these advances; and the time for such exuberant submission, which must be founded on love and nourished by it, was now passed."
4560,"Thus, while the wise, the good, and the prudent were occupied by the labours of benevolence, the truce of winter produced other effects among the young, the thoughtless, and the vicious."
4561,"Indeed I was too weary to walk further: the air was chill but I was careless of bodily inconvenience, and I thought that I was well inured to the weather during my two years of solitude, when no change of seasons prevented my perpetual wanderings."
4562,"He had seen it, and praised it; it was again retouched by her, each stroke of her pencil was as a chord of thrilling music, and bore to her the idea of a temple raised to celebrate the deepest and most unutterable emotions of her soul."
4563,"""What a noble fellow"" you will exclaim."
4564,"By degrees Evadne related to her friend the whole of her story, the stain her name had received in Greece, the weight of sin which had accrued to her from the death of her husband."
4565,At first an unusual quantity of specie made its appearance with the emigrants; but these people had no means of receiving back into their hands what they spent among us.
4566,I could only think of the bourne of my travels and the work which was to occupy me whilst they endured.
4567,Would you also create for yourself and the world a demoniacal enemy?
4568,"I was rough as the elements, and unlearned as the animals I tended."
4569,"Sometimes, with my sails set, I was carried by the wind; and sometimes, after rowing into the middle of the lake, I left the boat to pursue its own course and gave way to my own miserable reflections."
4570,"While the brother and sister were still hesitating in what manner they could best attempt to bring their mother over to their party, she, suspecting our meetings, taxed her children with them; taxed her fair daughter with deceit, and an unbecoming attachment for one whose only merit was being the son of the profligate favourite of her imprudent father; and who was doubtless as worthless as he from whom he boasted his descent."
4571,"Much of this tale she concealed from Raymond; nor did she confess, that repulse and denial, as to a criminal convicted of the worst of crimes, that of bringing the scythe of foreign despotism to cut away the new springing liberties of her country, would have followed her application to any among the Greeks."
4572,"After one or two trivial remarks, to which I sullenly replied, he suddenly cried, looking at the bust, ""I am called like that victor Not a bad idea; the head will serve for my new coinage, and be an omen to all dutiful subjects of my future success."""
4573,"The solution that seemed to me the most probable was that during his residence in London he had fallen in love with some unworthy person, and that his passion mastered him although he would not gratify it: he loved me too well to sacrifise me to this inclination, and that he had now visited this house that by reviving the memory of my mother whom he so passionately adored he might weaken the present impression."
4574,"Is not love a divinity, because it is immortal?"
4575,I might be driven into the wide Atlantic and feel all the tortures of starvation or be swallowed up in the immeasurable waters that roared and buffeted around me.
4576,"When I returned to Perdita, I found that she had already been informed of the success of my undertaking."
4577,"In vain our Protector and his partizans sought to conceal this truth; in vain, day after day, he appointed a period for the discussion of the new laws concerning hereditary rank and privilege; in vain he endeavoured to represent the evil as partial and temporary."
4578,"Several hundreds landed in Ireland, about the first of November, and took possession of such vacant habitations as they could find; seizing upon the superabundant food, and the stray cattle."
4579,"A light railing surrounded the garden of the cottage, which, low roofed, seemed to submit to the majesty of nature, and cower amidst the venerable remains of forgotten time."
4580,England was still secure.
4581,Cheers and loud acclamations followed the close of his speech.
4582,"A number of buildings and trees intervened, when I had reached the plain, hiding the city from my view."
4583,"""For heaven's love Windsor,"" cried Ryland, ""do not mock me with that title."
4584,"One voice made of many voices, resounded through the chamber; it syllabled the name of Raymond."
4585,"Miserable, unhappy wretch ""Other lessons were impressed upon me even more deeply."
4586,"I quickly collected some branches, but they were wet and would not burn."
4587,"In such a school my disposition became rugged, but firm."
4588,"Company was irksome to me; when alone, I could fill my mind with the sights of heaven and earth; the voice of Henry soothed me, and I could thus cheat myself into a transitory peace."
4589,"If I no longer saw the fresh glow of youth on his matured countenance, if care had besieged his brow, ""And dug deep trenches in his beauty's field,"" if his hair, slightly mingled with grey, and his look, considerate even in its eagerness, gave signs of added years and past sufferings, yet there was something irresistibly affecting in the sight of one, lately snatched from the grave, renewing his career, untamed by sickness or disaster."
4590,"The rumour went that Adrian had become how write the fatal word mad: that Lord Raymond was the favourite of the ex queen, her daughter's destined husband."
4591,"After passing several hours, we returned hopeless, most of my companions believing it to have been a form conjured up by my fancy."
4592,Yet even that enemy of God and man had friends and associates in his desolation; I am alone.
4593,"Blasted as thou wert, my agony was still superior to thine, for the bitter sting of remorse will not cease to rankle in my wounds until death shall close them forever."
4594,One other incident occurred at the end of this summer.
4595,"I, driven half mad, as I met party after party of the country people, in their holiday best, descending the hills, escaped to their cloud veiled summits, and looking on the sterile rocks about me, exclaimed ""They do not cry, long live the Earl"" Nor, when night came, accompanied by drizzling rain and cold, would I return home; for I knew that each cottage rang with the praises of Adrian; as I felt my limbs grow numb and chill, my pain served as food for my insane aversion; nay, I almost triumphed in it, since it seemed to afford me reason and excuse for my hatred of my unheeding adversary."
4596,"I had besides many books and a harp with which when despairing I could soothe my spirits, and raise myself to sympathy and love."
4597,"Why dost thou howl thus, O wind?"
4598,"Tell me, can I do nothing?"
4599,"Wolves and lions, and various monsters of the desert roared against him; while the grim Unreality hovered shaking his spectral dart, a solitary but invincible assailant."
4600,"A low moan close to her ear followed, and the rustling increased; she heard a smothered voice breathe out, Water, Water several times; and then again a sigh heaved from the heart of the sufferer."
4601,"M. Krempe had now commenced an eulogy on himself, which happily turned the conversation from a subject that was so annoying to me."
4602,"I looked on the valley beneath; vast mists were rising from the rivers which ran through it and curling in thick wreaths around the opposite mountains, whose summits were hid in the uniform clouds, while rain poured from the dark sky and added to the melancholy impression I received from the objects around me. Alas Why does man boast of sensibilities superior to those apparent in the brute; it only renders them more necessary beings."
4603,"The silly moon and inconstant planets vary nightly their erratic dance; the sun itself, sovereign of the sky, ever and anon deserts his throne, and leaves his dominion to night and winter."
4604,"Fifteen months after their marriage I was born, and my mother died a few days after my birth."
4605,"The scenery of external nature, which others regard only with admiration, he loved with ardour: The sounding cataract Haunted him like a passion: the tall rock, The mountain, and the deep and gloomy wood, Their colours and their forms, were then to him An appetite; a feeling, and a love, That had no need of a remoter charm, By thought supplied, or any interest Unborrow'd from the eye."
4606,For some time I sat upon the rock that overlooks the sea of ice.
4607,"I found Merrival, the astronomer, with her."
4608,"Soon her door opened softly, and on her springing up, she heard a whisper, ""Not asleep yet,"" and the door again closed."
4609,The Irish followed their track in disorganized multitudes; each day encreasing; each day becoming more lawless.
4610,I journied all day; every moment my misery encreased and the fever of my blood became intolerable.
4611,No incidents have hitherto befallen us that would make a figure in a letter.
4612,"The young woman arranged the cottage and prepared the food, and the youth departed after the first meal."
4613,"This was certainly the Sibyl's Cave; not indeed exactly as Virgil describes it, but the whole of this land had been so convulsed by earthquake and volcano, that the change was not wonderful, though the traces of ruin were effaced by time; and we probably owed the preservation of these leaves, to the accident which had closed the mouth of the cavern, and the swift growing vegetation which had rendered its sole opening impervious to the storm."
4614,"Oh, my beloved father Indeed you made me miserable beyond all words, but how truly did I even then forgive you, and how entirely did you possess my whole heart while I endeavoured, as a rainbow gleams upon a cataract,D to soften thy tremendous sorrows."
4615,"As night advanced I placed a variety of combustibles around the cottage, and after having destroyed every vestige of cultivation in the garden, I waited with forced impatience until the moon had sunk to commence my operations."
4616,"""Assuredly a most benignant power built up the majestic fabric we inhabit, and framed the laws by which it endures."
4617,I cannot say much in praise of such a life; and its pains far exceeded its pleasures.
4618,"I found another and a valuable link to enchain me to my fellow creatures; my point of sight was extended, and the inclinations and capacities of all human beings became deeply interesting to me."
4619,"Each day the soldiers of the garrison assaulted our advanced posts, and impeded the accomplishment of our works."
4620,"The summer passed tediously, for we trusted that winter would at least check the disease."
4621,"Ten thousand thanks to Henry for his kindness, his affection, and his many letters; we are sincerely grateful."
4622,"The tale was quickly told, but it awakened various trains of reflection."
4623,"Adrian, whose health had always been weak, now suffered considerable aggravation of suffering from the effects of his wound."
4624,"Fire, the sword, and plague They may all be found in yonder city; on my head alone may they fall"" From this day Raymond's melancholy increased."
4625,"The idea of renewing my labours did not for one instant occur to me; the threat I had heard weighed on my thoughts, but I did not reflect that a voluntary act of mine could avert it."
4626,"He might with equal interest to us, have added a commentary, to describe the unknown and unimaginable lineaments of the creatures, who would then occupy the vacated dwelling of mankind."
4627,"Perdita, in whom ambition was a covered fire until she married Raymond, which event was for a time the fulfilment of her hopes; Perdita will rejoice in the glory and advancement of her lord and, coyly and prettily, not be discontented with her share."
4628,"The park was speckled by tents, whose flaunting colours and gaudy flags, waving in the sunshine, added to the gaiety of the scene."
4629,She answered the one with a gush of tears telling me that to be persuaded life and the goods of life were a cheap exchange.
4630,"And all this, to be sure, was delicately put; not in broad words for my feelings might be hurt but Whispered so and so In dark hint soft and lowE with downcast eyes, and sympathizing smiles or whimpers; and I listened with quiet countenance while every nerve trembled; I that dared not utter aye or no to all this blasphemy."
4631,Do you remember on what occasion Justine Moritz entered our family?
4632,"But he was checked; Evadne exacted a promise, that he should conceal from all her friends her existence in England."
4633,Let a veil be drawn over the unimaginable sensations of a guilty father; the secrets of so agonized a heart may not be made vulgar.
4634,"My descent, which claimed interest, if not respect, my former connection with Adrian, the favour of the ambassador, whose secretary I had been, and now my intimacy with Lord Raymond, gave me easy access to the fashionable and political circles of England."
4635,"""I must say also a few words to you, my dear cousin, of little darling William."
4636,"Is not this a free country?"" ""Ay, sir, free enough for honest folks."
4637,"If your whole soul does not urge you to forgive me if your entire heart does not open wide its door to admit me to its very centre, forsake me, never speak to me again."
4638,"""'Where do these friends reside?' ""'Near this spot.'"
4639,My passionate and indignant appeals were lost upon them.
4640,"Thus, losing our identity, that of which we are chiefly conscious, we glory in the continuity of our species, and learn to regard death without terror."
4641,"He besought me, therefore, to leave my solitary isle and to meet him at Perth, that we might proceed southwards together."
4642,"Idris could not refrain from a smile, as she listened; she had already gathered from him that his family was alive and in health; though not apt to forget the precipice of time on which she stood, yet I could perceive that she was amused for a moment, by the contrast between the contracted view we had so long taken of human life, and the seven league strides with which Merrival paced a coming eternity."
4643,"His passions, always his masters, acquired fresh strength, from the long sleep in which love had cradled them, the clinging weight of destiny bent him down; he was goaded, tortured, fiercely impatient of that worst of miseries, the sense of remorse."
4644,I have loved thee; and in my days both of happiness and sorrow I have peopled your solitudes with wild fancies of my own creation.
4645,I am placed in the most difficult circumstances.
4646,"Let me find the earthly dwelling of my beloved; let us rescue that from common dust, so that in times to come men may point to the sacred tomb, and name it his then to other thoughts, and a new course of life, or what else fate, in her cruel tyranny, may have marked out for me."""
4647,"Tell me, dearest Victor."
4648,"She told me that all the family were dead, except Merrival himself, who had gone mad mad, she called it, yet on questioning her further, it appeared that he was possessed only by the delirium of excessive grief."
4649,"Although he deserts his post in London, he may be of the greatest service in the north of England, by receiving and assisting travellers, and contributing to supply the metropolis with food."
4650,During this voyage we passed many willowy islands and saw several beautiful towns.
4651,Soon these burning miseries will be extinct.
4652,"Elizabeth, my love, you must supply my place to my younger children."
